,Major Class,Month of Travel Date,From,To,Sum of Net Tickets,Sum of Total $
11812,Economy,Sep,Gander,Montreal,2,675.48
11813,Economy,Sep,Gander,Nanaimo,1,770.24
11814,Economy,Sep,Gander,Ottawa,13,6397.4
11815,Economy,Sep,Gander,St John's,3,2213.99
11816,Economy,Sep,Gander,Toronto,14,8741.71
11817,Economy,Sep,Gander,Vancouver,1,709.98
11818,Economy,Sep,Gander,Whitehorse,1,1760.99
11819,Economy,Sep,Gander,Winnipeg,11,6802.59
11820,Economy,Sep,Ganges Harbor,Port Hardy,1,110.05
11821,Economy,Sep,Gaspe,Eastmain River,1,551.0
11822,Economy,Sep,Gaspe,Iles De Madeleine,15,6039.319999999999
11823,Economy,Sep,Gaspe,Montreal,3,2478.92
11824,Economy,Sep,Gaspe,Ottawa,1,1516.35
11825,Economy,Sep,Gaspe,Quebec,16,6926.790000000001
11826,Economy,Sep,Gaspe,Waskaganish,1,2711.29
11827,Economy,Sep,Gillam,Churchill,1,536.55
11828,Economy,Sep,Gillam,Winnipeg,6,3429.3
11829,Economy,Sep,Gjoa Haven,Edmonton,1,1005.55
11830,Economy,Sep,Gjoa Haven,Ottawa,2,2474.21
11831,Economy,Sep,Gjoa Haven,Yellowknife,5,925.96
11832,Economy,Sep,Gods Narrows,Gods River,1,181.8
11833,Economy,Sep,Goose Bay,Deer Lake,13,5310.03
11834,Economy,Sep,Goose Bay,Edmonton,1,1437.11
11835,Economy,Sep,Goose Bay,Gander,3,1808.86
11836,Economy,Sep,Goose Bay,Halifax,22,13309.2
11837,Economy,Sep,Goose Bay,Hopedale,2,1112.16
11838,Economy,Sep,Goose Bay,Kamloops,3,3014.78
11839,Economy,Sep,Goose Bay,Makkovik,4,1574.34
11840,Economy,Sep,Goose Bay,Montreal,4,3198.53
11841,Economy,Sep,Goose Bay,Nain,6,2350.87
11842,Economy,Sep,Goose Bay,Natuashish,6,2213.73
11843,Economy,Sep,Goose Bay,Ottawa,19,7898.49
11844,Economy,Sep,Goose Bay,Postville,3,1052.34
11845,Economy,Sep,Goose Bay,Rigolet,3,1936.6
11846,Economy,Sep,Goose Bay,St Anthony,2,1180.32
11847,Economy,Sep,Goose Bay,St John's,42,20062.01
11848,Economy,Sep,Goose Bay,Toronto,11,10661.500000000002
11849,Economy,Sep,Goose Bay,Winnipeg,7,8670.51
11850,Economy,Sep,Grande Prairie,Abbotsford,8,2547.9700000000007
11851,Economy,Sep,Grande Prairie,Calgary,6,2112.59
11852,Economy,Sep,Grande Prairie,Edmonton,8,2051.36
11853,Economy,Sep,Grande Prairie,Ft McMurray,2,486.87
11854,Economy,Sep,Grande Prairie,Montreal,2,1184.63
11855,Economy,Sep,Grande Prairie,Ottawa,3,3263.21
11856,Economy,Sep,Grande Prairie,Regina,4,1529.97
11857,Economy,Sep,Grande Prairie,Saskatoon,4,1655.65
11858,Economy,Sep,Grande Prairie,Toronto,3,1694.59
11859,Economy,Sep,Grande Prairie,Vancouver,1,187.03
11860,Economy,Sep,Grande Prairie,Winnipeg,2,489.98
11861,Economy,Sep,Grande Prairie,Yellowknife,1,1062.79
11862,Economy,Sep,Vancouver,Ocean Falls,1,472.5
11863,Economy,Sep,Halifax,Abbotsford,4,2978.100000000001
11864,Economy,Sep,Halifax,Calgary,30,20566.48
11865,Economy,Sep,Halifax,Charlottetown,9,5671.76
11866,Economy,Sep,Halifax,Comox,9,14670.48
11867,Economy,Sep,Halifax,Deer Lake,24,10202.26
11868,Economy,Sep,Halifax,Edmonton,31,17742.68
11869,Economy,Sep,Halifax,Fredericton,11,5856.9
11870,Economy,Sep,Halifax,Gander,24,7888.439999999999
11871,Economy,Sep,Halifax,Goose Bay,20,10341.46
11872,Economy,Sep,Halifax,Hamilton,12,4722.190000000001
11873,Economy,Sep,Halifax,High Level,1,1286.09
11874,Economy,Sep,Halifax,London,9,4568.630000000001
11875,Economy,Sep,Halifax,Masset,1,664.87
11876,Economy,Sep,Halifax,Moncton,1,329.04
11877,Economy,Sep,Halifax,Montreal,157,54912.22
11878,Economy,Sep,Halifax,Nanaimo,2,2794.96
11879,Economy,Sep,Halifax,Ottawa,627,173101.06
11880,Economy,Sep,Halifax,Quaqtaq,1,1802.76
11881,Economy,Sep,Halifax,Regina,12,9397.5
11882,Economy,Sep,Halifax,Saint John,3,1243.7900000000004
11883,Economy,Sep,Halifax,Saskatoon,2,1601.65
11884,Economy,Sep,Halifax,St John's,214,69090.25000000001
11885,Economy,Sep,Halifax,Sudbury,1,1380.32
11886,Economy,Sep,Halifax,Sydney,20,6839.94
11887,Economy,Sep,Halifax,Thunder Bay,4,3303.640000000001
11888,Economy,Sep,Halifax,Toronto,281,114823.51
11889,Economy,Sep,Halifax,Vancouver,24,18869.820000000003
11890,Economy,Sep,Halifax,Victoria,90,69579.79000000001
11891,Economy,Sep,Halifax,Wabush,1,515.0600000000002
11892,Economy,Sep,Halifax,Whitehorse,2,2325.01
11893,Economy,Sep,Halifax,Windsor,3,1212.37
11894,Economy,Sep,Halifax,Winnipeg,84,47725.41
11895,Economy,Sep,Hall Beach,Iqaluit,1,631.2
11896,Economy,Sep,Hamilton,Abbotsford,4,1159.19
11897,Economy,Sep,Hamilton,Bagotville,1,470.31
11898,Economy,Sep,Hamilton,Calgary,3,1135.51
11899,Economy,Sep,Hamilton,Edmonton,3,1158.22
11900,Economy,Sep,Hamilton,Grande Prairie,1,644.39
11901,Economy,Sep,Hamilton,Halifax,14,1771.4299999999996
11902,Economy,Sep,Hamilton,Kelowna,1,550.61
11903,Economy,Sep,Hamilton,Montreal,3,1192.61
11904,Economy,Sep,Hamilton,Quebec,2,705.9300000000002
11905,Economy,Sep,Hamilton,Vancouver,6,4953.54
11906,Economy,Sep,Hamilton,Victoria,3,684.25
11907,Economy,Sep,Hamilton,Winnipeg,2,857.72
11908,Economy,Sep,Hay River,Cambridge Bay,1,1437.94
11909,Economy,Sep,Hay River,Edmonton,1,988.05
11910,Economy,Sep,Hay River,Inuvik,2,3053.04
11911,Economy,Sep,Hay River,Norman Wells,1,1200.15
11912,Economy,Sep,Hay River,Yellowknife,2,850.5
11913,Economy,Sep,High Level,Edmonton,9,4187.4000000000015
11914,Economy,Sep,High Level,Ottawa,1,697.01
11915,Economy,Sep,Holman Island,Edmonton,1,1614.5
11916,Economy,Sep,Holman Island,Victoria,1,2700.73
11917,Economy,Sep,Holman Island,Yellowknife,2,1636.43
11918,Economy,Sep,Hopedale,Goose Bay,1,754.39
11919,Economy,Sep,Igloolik,Hall Beach,3,690.38
11920,Economy,Sep,Igloolik,Ottawa,1,1117.48
11921,Economy,Sep,Iles De Madeleine,Gaspe,2,820.06
11922,Economy,Sep,Iles De Madeleine,Mont Joli,2,889.78
11923,Economy,Sep,Iles De Madeleine,Montreal,4,2357.7000000000007
11924,Economy,Sep,Iles De Madeleine,Quebec,8,4339.73
11925,Economy,Sep,Inukjuak,Montreal,1,2686.32
11926,Economy,Sep,Inuvik,Calgary,1,956.37
11927,Economy,Sep,Inuvik,Dawson City,1,393.09
11928,Economy,Sep,Inuvik,Edmonton,11,5076.1399999999985
11929,Economy,Sep,Inuvik,Hay River,1,1017.68
11930,Economy,Sep,Inuvik,Montreal,3,4665.68
11931,Economy,Sep,Inuvik,Norman Wells,4,2005.77
11932,Economy,Sep,Inuvik,Ottawa,4,6392.219999999998
11933,Economy,Sep,Inuvik,Paulatuk,5,2452.8
11934,Economy,Sep,Inuvik,Tuktoyaktuk,1,225.5
11935,Economy,Sep,Inuvik,Vancouver,1,1337.73
11936,Economy,Sep,Inuvik,Victoria,1,905.91
11937,Economy,Sep,Inuvik,Whitehorse,6,3827.23
11938,Economy,Sep,Inuvik,Winnipeg,1,1599.09
11939,Economy,Sep,Inuvik,Yellowknife,8,5226.26
11940,Economy,Sep,Iqaluit,Baker Lake,1,2832.94
11941,Economy,Sep,Iqaluit,Clyde River,4,2046.58
11942,Economy,Sep,Iqaluit,Edmonton,5,4510.8899999999985
11943,Economy,Sep,Iqaluit,Halifax,3,2493.51
11944,Economy,Sep,Iqaluit,Hall Beach,1,1165.12
11945,Economy,Sep,Iqaluit,Igloolik,1,1277.33
11946,Economy,Sep,Iqaluit,Inuvik,1,2874.19
11947,Economy,Sep,Iqaluit,Kuujjuaq,1,644.96
11948,Economy,Sep,Iqaluit,Montreal,1,2752.6
11949,Economy,Sep,Iqaluit,Ottawa,86,36720.84
11950,Economy,Sep,Iqaluit,Pangnirtung,1,538.65
11951,Economy,Sep,Iqaluit,Pond Inlet,2,3383.54
11952,Economy,Sep,Iqaluit,Qikiqtarjuaq,1,299.0
11953,Economy,Sep,Iqaluit,Rankin Inlet,14,7667.65
11954,Economy,Sep,Iqaluit,Resolute Bay,1,4777.46
11955,Economy,Sep,Iqaluit,Toronto,8,7433.780000000002
11956,Economy,Sep,Iqaluit,Vancouver,2,3307.01
11957,Economy,Sep,Iqaluit,Winnipeg,1,1758.57
11958,Economy,Sep,Iqaluit,Yellowknife,12,24077.59
11959,Economy,Sep,Island Lake,Winnipeg,3,669.6
11960,Economy,Sep,Kamloops,Bagotville,11,8853.769999999999
11961,Economy,Sep,Kamloops,Calgary,10,1729.81
11962,Economy,Sep,Kamloops,Edmonton,16,3101.12
11963,Economy,Sep,Kamloops,Fort Nelson,1,550.33
11964,Economy,Sep,Kamloops,Fredericton,3,2912.65
11965,Economy,Sep,Kamloops,Ft St John,2,1064.09
11966,Economy,Sep,Kamloops,Halifax,8,6608.530000000002
11967,Economy,Sep,Kamloops,Montreal,2,1143.81
11968,Economy,Sep,Kamloops,Nanaimo,3,1795.61
11969,Economy,Sep,Kamloops,Ottawa,18,7357.28
11970,Economy,Sep,Kamloops,Prince George,1,272.08
11971,Economy,Sep,Kamloops,Quebec,3,1771.8100000000006
11972,Economy,Sep,Kamloops,Regina,5,1279.28
11973,Economy,Sep,Kamloops,Smithers,9,1630.27
11974,Economy,Sep,Kamloops,Terrace,1,418.03
11975,Economy,Sep,Kamloops,Toronto,5,3291.7700000000004
11976,Economy,Sep,Kamloops,Vancouver,9,4384.6399999999985
11977,Economy,Sep,Kamloops,Victoria,4,1628.0600000000004
11978,Economy,Sep,Kamloops,Whitehorse,1,1562.79
11979,Economy,Sep,Kamloops,Winnipeg,2,402.49
11980,Economy,Sep,Kangiqsualujjuaq,Montreal,1,3128.4
11981,Economy,Sep,Kangiqsujuaq,Kuujjuaq,1,452.82
11982,Economy,Sep,Kangiqsujuaq,Montreal,1,3551.11
11983,Economy,Sep,Kasabonika,Thunder Bay,1,1263.34
11984,Economy,Sep,Kashechewan,Timmins,5,2746.98
11985,Economy,Sep,Kashechewan,Toronto,1,1564.18
11986,Economy,Sep,Keewaywin,Thunder Bay,1,774.05
11987,Economy,Sep,Keewaywin,Toronto,1,645.23
11988,Economy,Sep,Kelowna,Brandon,1,633.18
11989,Economy,Sep,Kelowna,Calgary,11,3023.93
11990,Economy,Sep,Kelowna,Campbell River,3,1285.82
11991,Economy,Sep,Kelowna,Cranbrook,5,577.17
11992,Economy,Sep,Kelowna,Dawson Creek,2,555.71
11993,Economy,Sep,Kelowna,Edmonton,10,3970.7
11994,Economy,Sep,Kelowna,Fredericton,2,1868.81
11995,Economy,Sep,Kelowna,Ft St John,2,1039.8
11996,Economy,Sep,Kelowna,Halifax,3,2227.96
11997,Economy,Sep,Kelowna,Iqaluit,1,1989.83
11998,Economy,Sep,Kelowna,Kingston,1,1212.56
11999,Economy,Sep,Kelowna,Moncton,3,4196.62
12000,Economy,Sep,Kelowna,Montreal,11,2416.51
12001,Economy,Sep,Kelowna,Ottawa,30,16916.61
12002,Economy,Sep,Kelowna,Prince George,7,3023.6
12003,Economy,Sep,Kelowna,Quebec,1,577.75
12004,Economy,Sep,Kelowna,Regina,8,2682.15
12005,Economy,Sep,Kelowna,Sandspit,1,451.46
12006,Economy,Sep,Kelowna,Saskatoon,1,284.15
12007,Economy,Sep,Kelowna,Sydney,1,457.93
12008,Economy,Sep,Kelowna,Toronto,11,5255.82
12009,Economy,Sep,Kelowna,Vancouver,46,11228.17
12010,Economy,Sep,Kelowna,Victoria,19,3895.95
12011,Economy,Sep,Kelowna,Whitehorse,1,227.87
12012,Economy,Sep,Kelowna,Winnipeg,5,2163.8100000000004
12013,Economy,Sep,Kelowna,Yellowknife,8,2402.09
12014,Economy,Sep,Kenora,Thunder Bay,5,4009.24
12015,Economy,Sep,Kingston,Bagotville,4,2142.94
12016,Economy,Sep,Kingston,Calgary,1,585.48
12017,Economy,Sep,Kingston,Comox,1,1365.17
12018,Economy,Sep,Kingston,Edmonton,44,33825.28
12019,Economy,Sep,Kingston,Fredericton,25,10271.31
12020,Economy,Sep,Kingston,Halifax,21,19182.56
12021,Economy,Sep,Kingston,London,1,401.01
12022,Economy,Sep,Kingston,Moncton,2,1647.9
12023,Economy,Sep,Kingston,Nanaimo,1,937.56
12024,Economy,Sep,Kingston,Regina,4,3229.4
12025,Economy,Sep,Kingston,Saskatoon,2,1761.56
12026,Economy,Sep,Kingston,Sault Ste Marie,1,825.27
12027,Economy,Sep,Kingston,Thunder Bay,1,905.1
12028,Economy,Sep,Kingston,Toronto,2,695.1800000000002
12029,Economy,Sep,Kingston,Vancouver,5,4084.89
12030,Economy,Sep,Kingston,Victoria,6,6465.490000000002
12031,Economy,Sep,Kingston,Winnipeg,17,14110.34
12032,Economy,Sep,Kingston,Yellowknife,1,1898.98
12033,Economy,Sep,Kitchener,Vancouver,1,1167.05
12034,Economy,Sep,Kugluktuk Coppermine,Toronto,1,1918.55
12035,Economy,Sep,Kugluktuk Coppermine,Yellowknife,4,2410.73
12036,Economy,Sep,Kuujjuaq,Montreal,4,5399.26
12037,Economy,Sep,Kuujjuaq,Quebec,1,2544.03
12038,Economy,Sep,Kuujjuaq,Salluit,1,1107.69
12039,Economy,Sep,Lac Brochet,Thompson,2,1048.95
12040,Economy,Sep,Lethbridge,Abbotsford,1,541.1
12041,Economy,Sep,Lethbridge,Edmonton,4,2287.31
12042,Economy,Sep,Lethbridge,Ft McMurray,1,150.24
12043,Economy,Sep,Lethbridge,Grande Prairie,1,436.01
12044,Economy,Sep,Lethbridge,Montreal,9,3709.01
12045,Economy,Sep,Lethbridge,Ottawa,9,9104.07
12046,Economy,Sep,Lethbridge,Saskatoon,1,329.66
12047,Economy,Sep,Lethbridge,Toronto,1,1841.19
12048,Economy,Sep,Lethbridge,Vancouver,2,971.73
12049,Economy,Sep,Lethbridge,Winnipeg,7,3573.7000000000007
12050,Economy,Sep,Lethbridge,Yellowknife,1,856.12
12051,Economy,Sep,London,Bagotville,1,470.49
12052,Economy,Sep,London,Calgary,2,1451.85
12053,Economy,Sep,London,Edmonton,4,1558.66
12054,Economy,Sep,London,Fredericton,2,678.16
12055,Economy,Sep,London,Halifax,10,3959.83
12056,Economy,Sep,London,Moncton,1,721.67
12057,Economy,Sep,London,Montreal,27,4119.98
12058,Economy,Sep,London,Ottawa,43,16716.050000000007
12059,Economy,Sep,London,Quebec,5,3424.99
12060,Economy,Sep,London,Regina,5,2277.09
12061,Economy,Sep,London,Saskatoon,1,265.01
12062,Economy,Sep,London,Sault Ste Marie,1,803.8
12063,Economy,Sep,London,St John's,1,1020.33
12064,Economy,Sep,London,Sydney,2,1804.93
12065,Economy,Sep,London,Thunder Bay,1,565.37
12066,Economy,Sep,London,Timmins,1,890.95
12067,Economy,Sep,London,Vancouver,6,4906.83
12068,Economy,Sep,London,Victoria,3,1521.6
12069,Economy,Sep,London,Winnipeg,9,5036.54
12070,Economy,Sep,London,Yellowknife,2,2259.76
12071,Economy,Sep,Masset,Vancouver,2,1025.12
12072,Economy,Sep,Masset,Victoria,1,668.04
12073,Economy,Sep,Medicine Hat,Calgary,1,194.38
12074,Economy,Sep,Medicine Hat,Edmonton,5,1487.9
12075,Economy,Sep,Medicine Hat,Fredericton,9,9839.33
12076,Economy,Sep,Medicine Hat,Halifax,1,899.46
12077,Economy,Sep,Medicine Hat,Ottawa,3,2827.12
12078,Economy,Sep,Medicine Hat,Quebec,3,3341.96
12079,Economy,Sep,Medicine Hat,Toronto,7,5626.82
12080,Economy,Sep,Medicine Hat,Vancouver,2,1015.82
12081,Economy,Sep,Medicine Hat,Winnipeg,1,431.81
12082,Economy,Sep,Miners Bay,Bloodvein,2,610.0
12083,Economy,Sep,Moncton,Abbotsford,5,4239.53
12084,Economy,Sep,Moncton,Calgary,9,4909.119999999999
12085,Economy,Sep,Moncton,Edmonton,6,4186.62
12086,Economy,Sep,Moncton,Gander,5,5185.35
12087,Economy,Sep,Moncton,Goose Bay,7,3286.75
12088,Economy,Sep,Moncton,Halifax,1,520.09
12089,Economy,Sep,Moncton,Iqaluit,1,2954.64
12090,Economy,Sep,Moncton,Kamloops,1,986.01
12091,Economy,Sep,Moncton,Kelowna,2,1151.59
12092,Economy,Sep,Moncton,London,1,855.77
12093,Economy,Sep,Moncton,Montreal,45,19320.88
12094,Economy,Sep,Moncton,Natuashish,1,442.52
12095,Economy,Sep,Moncton,Ottawa,146,51423.61
12096,Economy,Sep,Moncton,Regina,11,5764.5
12097,Economy,Sep,Moncton,St John's,31,22295.910000000003
12098,Economy,Sep,Moncton,Sydney,3,1007.0
12099,Economy,Sep,Moncton,Toronto,64,30344.14000000001
12100,Economy,Sep,Moncton,Vancouver,8,5726.43
12101,Economy,Sep,Moncton,Wabush,5,7117.13
12102,Economy,Sep,Moncton,Whitehorse,1,645.61
12103,Economy,Sep,Moncton,Winnipeg,11,8011.25
12104,Economy,Sep,Mont Joli,Baie Comeau,1,741.23
12105,Economy,Sep,Mont Joli,Halifax,1,383.97
12106,Economy,Sep,Mont Joli,London,1,854.88
12107,Economy,Sep,Mont Joli,Montreal,7,4084.53
12108,Economy,Sep,Mont Joli,Ottawa,3,3988.74
12109,Economy,Sep,Mont Joli,Sarnia,1,910.7
12110,Economy,Sep,Mont Joli,St John's,3,3109.7200000000007
12111,Economy,Sep,Mont Joli,Toronto,2,2010.77
12112,Economy,Sep,Mont Joli,Vancouver,1,2225.48
12113,Economy,Sep,Mont Joli,Victoria,2,4156.31
12114,Economy,Sep,Montreal,Abbotsford,4,1410.6799999999996
12115,Economy,Sep,Montreal,Bagotville,9,5737.8200000000015
12116,Economy,Sep,Montreal,Baie Comeau,8,6926.050000000001
12117,Economy,Sep,Montreal,Bathurst,5,1400.63
12118,Economy,Sep,Montreal,Blanc Sablon,3,4587.4
12119,Economy,Sep,Montreal,Calgary,49,28052.06
12120,Economy,Sep,Montreal,Campbell River,1,1110.69
12121,Economy,Sep,Montreal,Charlottetown,8,4083.9
12122,Economy,Sep,Montreal,Chisasibi,5,8625.27
12123,Economy,Sep,Montreal,Comox,2,761.44
12124,Economy,Sep,Montreal,Eastmain River,2,3722.88
12125,Economy,Sep,Montreal,Edmonton,24,15297.47
12126,Economy,Sep,Montreal,Fredericton,22,10189.7
12127,Economy,Sep,Montreal,Ft McMurray,2,443.18
12128,Economy,Sep,Montreal,Gander,1,413.97
12129,Economy,Sep,Montreal,Gaspe,3,1867.11
12130,Economy,Sep,Montreal,Grande Prairie,2,1315.66
12131,Economy,Sep,Montreal,Halifax,105,33477.490000000005
12132,Economy,Sep,Montreal,Hamilton,1,527.85
12133,Economy,Sep,Montreal,Igloolik,1,4619.05
12134,Economy,Sep,Montreal,Iles De Madeleine,9,8412.14
12135,Economy,Sep,Montreal,Inukjuak,2,5642.18
12136,Economy,Sep,Montreal,Iqaluit,3,5577.5
12137,Economy,Sep,Montreal,Ivujivik,5,14234.759999999998
12138,Economy,Sep,Montreal,Kangiqsualujjuaq,2,5199.62
12139,Economy,Sep,Montreal,Kuujjuaq,15,23795.689999999995
12140,Economy,Sep,Montreal,London,6,2954.32
12141,Economy,Sep,Montreal,Moncton,29,17005.579999999998
12142,Economy,Sep,Montreal,Mont Joli,18,8413.880000000001
12143,Economy,Sep,Montreal,Ottawa,23,8933.69
12144,Economy,Sep,Montreal,Poste De La Baleine,8,10424.18
12145,Economy,Sep,Montreal,Puvirnituq,2,5140.68
12146,Economy,Sep,Montreal,Quebec,9,4551.18
12147,Economy,Sep,Montreal,Regina,29,13448.13
12148,Economy,Sep,Montreal,Rouyn Noranda,10,6605.97
12149,Economy,Sep,Montreal,Salluit,2,5148.219999999998
12150,Economy,Sep,Montreal,Sanikiluaq,2,5191.1399999999985
12151,Economy,Sep,Montreal,Sarnia,12,6013.65
12152,Economy,Sep,Montreal,Saskatoon,5,3028.87
12153,Economy,Sep,Montreal,Sault Ste Marie,3,978.52
12154,Economy,Sep,Montreal,Schefferville,3,4044.75
12155,Economy,Sep,Montreal,Sept Iles,20,12538.679999999997
12156,Economy,Sep,Montreal,St John's,35,22991.5
12157,Economy,Sep,Montreal,Sudbury,2,449.85
12158,Economy,Sep,Montreal,Sydney,5,2274.94
12159,Economy,Sep,Montreal,Thunder Bay,7,4555.030000000002
12160,Economy,Sep,Montreal,Toronto,158,49083.65
12161,Economy,Sep,Montreal,Val D Or,2,984.61
12162,Economy,Sep,Montreal,Vancouver,46,32293.700000000004
12163,Economy,Sep,Montreal,Victoria,16,10951.35
12164,Economy,Sep,Montreal,Wabush,1,869.64
12165,Economy,Sep,Montreal,Waskaganish,2,3543.52
12166,Economy,Sep,Montreal,Whitehorse,4,3214.54
12167,Economy,Sep,Montreal,Windsor,10,2568.01
12168,Economy,Sep,Montreal,Winnipeg,50,25822.13
12169,Economy,Sep,Montreal,Yellowknife,1,500.22
12170,Economy,Sep,Moosonee,Timmins,2,1370.69
12171,Economy,Sep,Muskrat Dam,Round Lake (Weagamow Lake),1,187.58
12172,Economy,Sep,Muskrat Dam,Thunder Bay,4,2220.51
12173,Economy,Sep,Nain,Goose Bay,6,2904.87
12174,Economy,Sep,Nain,Hopedale,1,384.1
12175,Economy,Sep,Nain,St John's,1,875.44
12176,Economy,Sep,Nanaimo,Brandon,1,566.4
12177,Economy,Sep,Nanaimo,Calgary,4,1558.41
12178,Economy,Sep,Nanaimo,Cranbrook,1,580.58
12179,Economy,Sep,Nanaimo,Edmonton,5,1126.12
12180,Economy,Sep,Nanaimo,Ft St John,1,687.38
12181,Economy,Sep,Nanaimo,Halifax,5,4235.86
12182,Economy,Sep,Nanaimo,Kelowna,1,773.73
12183,Economy,Sep,Nanaimo,Kingston,1,1253.47
12184,Economy,Sep,Nanaimo,Masset,2,737.34
12185,Economy,Sep,Nanaimo,Medicine Hat,2,1045.9
12186,Economy,Sep,Nanaimo,Moncton,2,1968.08
12187,Economy,Sep,Nanaimo,Montreal,8,5481.03
12188,Economy,Sep,Nanaimo,Ottawa,22,21479.579999999994
12189,Economy,Sep,Nanaimo,Penticton,2,485.15
12190,Economy,Sep,Nanaimo,Prince George,7,1215.01
12191,Economy,Sep,Nanaimo,Prince Rupert,10,4233.490000000002
12192,Economy,Sep,Nanaimo,Quebec,4,3450.01
12193,Economy,Sep,Nanaimo,Regina,1,507.22
12194,Economy,Sep,Nanaimo,Sandspit,1,774.62
12195,Economy,Sep,Nanaimo,Sechelt,2,150.0
12196,Economy,Sep,Nanaimo,Terrace,1,480.11
12197,Economy,Sep,Nanaimo,Toronto,6,5477.21
12198,Economy,Sep,Nanaimo,Vancouver,19,9177.18
12199,Economy,Sep,Nanaimo,Whitehorse,4,2576.88
12200,Economy,Sep,Nanaimo,Winnipeg,3,2535.98
12201,Economy,Sep,Nanaimo,Yellowknife,2,837.46
12202,Economy,Sep,Natuashish,Nain,1,416.3
12203,Economy,Sep,Norman Wells,Edmonton,2,2006.8
12204,Economy,Sep,Norman Wells,Fort Good Hope,1,520.96
12205,Economy,Sep,Norman Wells,Hay River,1,811.38
12206,Economy,Sep,Norman Wells,Tulita,1,570.0
12207,Economy,Sep,Norman Wells,Victoria,1,1018.55
12208,Economy,Sep,Norman Wells,Yellowknife,2,897.03
12209,Economy,Sep,North Bay,Calgary,2,2190.46
12210,Economy,Sep,North Bay,Comox,1,1264.61
12211,Economy,Sep,North Bay,Edmonton,1,679.27
12212,Economy,Sep,North Bay,Fredericton,1,736.67
12213,Economy,Sep,North Bay,Halifax,9,4528.3600000000015
12214,Economy,Sep,North Bay,Ottawa,1,404.99
12215,Economy,Sep,North Bay,Regina,3,837.4
12216,Economy,Sep,North Bay,Sarnia,1,733.56
12217,Economy,Sep,North Bay,Saskatoon,1,2353.47
12218,Economy,Sep,North Bay,Thunder Bay,5,1879.04
12219,Economy,Sep,North Bay,Toronto,2,209.66
12220,Economy,Sep,North Bay,Victoria,1,920.59
12221,Economy,Sep,North Bay,Winnipeg,10,7615.4000000000015
12222,Economy,Sep,North Spirit Lake,Thunder Bay,1,349.99
12223,Economy,Sep,Norway House,Winnipeg,2,1103.78
12224,Economy,Sep,Ocean Falls,Bella Bella,1,164.96
12225,Economy,Sep,Ottawa,Abbotsford,15,6063.98
12226,Economy,Sep,Ottawa,Arctic Bay,3,7542.61
12227,Economy,Sep,Ottawa,Bagotville,16,11749.99
12228,Economy,Sep,Ottawa,Baker Lake,1,5508.69
12229,Economy,Sep,Ottawa,Bathurst,7,4814.34
12230,Economy,Sep,Ottawa,Calgary,355,231878.74000000005
12231,Economy,Sep,Ottawa,Cambridge Bay,1,6832.41
12232,Economy,Sep,Ottawa,Campbell River,3,2631.89
12233,Economy,Sep,Ottawa,Cape Dorset,2,3009.41
12234,Economy,Sep,Ottawa,Charlottetown,66,36272.83
12235,Economy,Sep,Ottawa,Comox,13,7238.129999999999
12236,Economy,Sep,Ottawa,Dawson City,2,1153.02
12237,Economy,Sep,Ottawa,Deer Lake,6,1872.62
12238,Economy,Sep,Ottawa,Edmonton,366,201557.39
12239,Economy,Sep,Ottawa,Fredericton,156,41236.06000000001
12240,Economy,Sep,Ottawa,Ft McMurray,2,1318.83
12241,Economy,Sep,Ottawa,Gander,6,3195.89
12242,Economy,Sep,Ottawa,Gaspe,11,9501.82
12243,Economy,Sep,Ottawa,Goose Bay,26,10168.67
12244,Economy,Sep,Ottawa,Grande Prairie,3,2618.63
12245,Economy,Sep,Ottawa,Halifax,783,230332.08
12246,Economy,Sep,Ottawa,Hall Beach,2,3561.22
12247,Economy,Sep,Ottawa,Hamilton,7,3007.86
12248,Economy,Sep,Ottawa,High Level,1,669.1
12249,Economy,Sep,Ottawa,Igloolik,3,5802.8
12250,Economy,Sep,Ottawa,Inuvik,1,428.86
12251,Economy,Sep,Ottawa,Iqaluit,126,57641.49
12252,Economy,Sep,Ottawa,Kamloops,4,2430.0
12253,Economy,Sep,Ottawa,Kelowna,19,10715.079999999998
12254,Economy,Sep,Ottawa,Kuujjuaq,2,7279.92
12255,Economy,Sep,Ottawa,London,87,36971.31
12256,Economy,Sep,Ottawa,Moncton,157,44942.24000000001
12257,Economy,Sep,Ottawa,Mont Joli,7,2300.91
12258,Economy,Sep,Ottawa,Montreal,14,6879.27
12259,Economy,Sep,Ottawa,Nanaimo,16,9195.86
12260,Economy,Sep,Ottawa,Norman Wells,1,2484.86
12261,Economy,Sep,Ottawa,Pangnirtung,8,8612.68
12262,Economy,Sep,Ottawa,Pond Inlet,6,5282.66
12263,Economy,Sep,Ottawa,Prince Rupert,3,2318.49
12264,Economy,Sep,Ottawa,Quebec,174,101327.74
12265,Economy,Sep,Ottawa,Rankin Inlet,1,1295.5
12266,Economy,Sep,Ottawa,Regina,138,76554.88000000003
12267,Economy,Sep,Ottawa,Resolute Bay,5,17599.989999999998
12268,Economy,Sep,Ottawa,Rouyn Noranda,1,937.45
12269,Economy,Sep,Ottawa,Saint John,11,4241.96
12270,Economy,Sep,Ottawa,Sandspit,2,2713.38
12271,Economy,Sep,Ottawa,Sarnia,9,5209.62
12272,Economy,Sep,Ottawa,Saskatoon,80,49769.61000000002
12273,Economy,Sep,Ottawa,Sault Ste Marie,16,5934.919999999999
