,Major Class,Month of Travel Date,From,To,Sum of Net Tickets,Sum of Total $
10525,Economy,Aug,Hay River,Winnipeg,1,846.22
10526,Economy,Aug,Hay River,Yellowknife,11,5128.65
10527,Economy,Aug,High Level,Edmonton,10,2591.4
10528,Economy,Aug,Holman Island,Edmonton,1,1614.5
10529,Economy,Aug,Holman Island,Inuvik,2,2108.4
10530,Economy,Aug,Holman Island,Yellowknife,1,1054.2
10531,Economy,Aug,Hopedale,Deer Lake,1,854.95
10532,Economy,Aug,Hopedale,Goose Bay,3,2472.73
10533,Economy,Aug,Igloolik,Ottawa,1,1598.23
10534,Economy,Aug,Iles De Madeleine,Gaspe,4,1847.99
10535,Economy,Aug,Iles De Madeleine,Montreal,3,2688.84
10536,Economy,Aug,Iles De Madeleine,Quebec,5,1909.78
10537,Economy,Aug,Inukjuak,Montreal,4,5539.01
10538,Economy,Aug,Inuvik,Aklavik,4,462.19
10539,Economy,Aug,Inuvik,Calgary,1,791.69
10540,Economy,Aug,Inuvik,Edmonton,11,9192.46
10541,Economy,Aug,Inuvik,Halifax,1,1235.51
10542,Economy,Aug,Inuvik,Norman Wells,2,802.31
10543,Economy,Aug,Inuvik,Old Crow,1,250.78
10544,Economy,Aug,Inuvik,Ottawa,2,1076.61
10545,Economy,Aug,Inuvik,Paulatuk,7,3066.0
10546,Economy,Aug,Inuvik,Sachs Harbour,1,763.35
10547,Economy,Aug,Inuvik,Tuktoyaktuk,11,1323.0
10548,Economy,Aug,Inuvik,Vancouver,2,1650.6999999999996
10549,Economy,Aug,Inuvik,Whitehorse,1,1075.31
10550,Economy,Aug,Inuvik,Winnipeg,3,2523.49
10551,Economy,Aug,Inuvik,Yellowknife,17,5128.88
10552,Economy,Aug,Iqaluit,Arctic Bay,4,4570.65
10553,Economy,Aug,Iqaluit,Arviat,2,5085.19
10554,Economy,Aug,Iqaluit,Calgary,2,2006.82
10555,Economy,Aug,Iqaluit,Cape Dorset,1,741.57
10556,Economy,Aug,Iqaluit,Clyde River,1,1159.45
10557,Economy,Aug,Iqaluit,Edmonton,4,6974.92
10558,Economy,Aug,Iqaluit,Halifax,3,3888.7300000000014
10559,Economy,Aug,Iqaluit,Igloolik,4,2735.18
10560,Economy,Aug,Iqaluit,Inuvik,1,2874.19
10561,Economy,Aug,Iqaluit,Kelowna,1,2249.7
10562,Economy,Aug,Iqaluit,Montreal,2,2694.73
10563,Economy,Aug,Iqaluit,Ottawa,74,36026.36
10564,Economy,Aug,Iqaluit,Pangnirtung,4,1504.12
10565,Economy,Aug,Iqaluit,Pond Inlet,7,6197.71
10566,Economy,Aug,Iqaluit,Qikiqtarjuaq,1,332.17
10567,Economy,Aug,Iqaluit,Rankin Inlet,10,8016.68
10568,Economy,Aug,Iqaluit,Regina,1,1963.85
10569,Economy,Aug,Iqaluit,Resolute Bay,7,23231.730000000003
10570,Economy,Aug,Iqaluit,Toronto,5,4789.61
10571,Economy,Aug,Iqaluit,Vancouver,1,2706.32
10572,Economy,Aug,Iqaluit,Winnipeg,3,3258.85
10573,Economy,Aug,Iqaluit,Yellowknife,17,28546.03
10574,Economy,Aug,Island Lake,St Theris Point,1,173.4
10575,Economy,Aug,Island Lake,Winnipeg,1,261.12
10576,Economy,Aug,Ivujivik,Kangiqsujuaq,3,1813.03
10577,Economy,Aug,Ivujivik,Quebec,1,2008.45
10578,Economy,Aug,Kamloops,Bagotville,8,4862.42
10579,Economy,Aug,Kamloops,Comox,2,377.21
10580,Economy,Aug,Kamloops,Edmonton,18,4206.15
10581,Economy,Aug,Kamloops,Halifax,1,673.12
10582,Economy,Aug,Kamloops,Montreal,15,4892.76
10583,Economy,Aug,Kamloops,Nanaimo,4,527.37
10584,Economy,Aug,Kamloops,Ottawa,16,7194.5
10585,Economy,Aug,Kamloops,Prince George,7,2382.77
10586,Economy,Aug,Kamloops,Regina,2,525.59
10587,Economy,Aug,Kamloops,Saskatoon,1,461.8
10588,Economy,Aug,Kamloops,St John's,1,2167.25
10589,Economy,Aug,Kamloops,Toronto,5,2340.83
10590,Economy,Aug,Kamloops,Vancouver,7,3810.880000000001
10591,Economy,Aug,Kamloops,Victoria,3,678.13
10592,Economy,Aug,Kamloops,Winnipeg,1,422.47
10593,Economy,Aug,Kangiqsualujjuaq,Quebec,1,1418.97
10594,Economy,Aug,Kangiqsujuaq,Montreal,1,3020.71
10595,Economy,Aug,Kasabonika,Thunder Bay,2,1735.96
10596,Economy,Aug,Kashechewan,Timmins,2,1278.57
10597,Economy,Aug,Keewaywin,Toronto,1,170.77
10598,Economy,Aug,Kelowna,Bagotville,1,1304.94
10599,Economy,Aug,Kelowna,Brandon,2,1013.78
10600,Economy,Aug,Kelowna,Calgary,6,1356.4199999999996
10601,Economy,Aug,Kelowna,Comox,5,1451.23
10602,Economy,Aug,Kelowna,Edmonton,33,5756.4
10603,Economy,Aug,Kelowna,Fort Nelson,1,1318.01
10604,Economy,Aug,Kelowna,Halifax,1,334.03
10605,Economy,Aug,Kelowna,Kingston,1,706.09
10606,Economy,Aug,Kelowna,Moncton,1,500.46
10607,Economy,Aug,Kelowna,Montreal,4,1755.31
10608,Economy,Aug,Kelowna,Nanaimo,1,418.62
10609,Economy,Aug,Kelowna,Ottawa,21,12207.419999999998
10610,Economy,Aug,Kelowna,Prince George,6,852.63
10611,Economy,Aug,Kelowna,Regina,17,1827.53
10612,Economy,Aug,Kelowna,Saskatoon,3,1735.1999999999996
10613,Economy,Aug,Kelowna,Smithers,2,344.27
10614,Economy,Aug,Kelowna,Sydney,2,1201.21
10615,Economy,Aug,Kelowna,Terrace,2,1294.12
10616,Economy,Aug,Kelowna,Toronto,7,4724.84
10617,Economy,Aug,Kelowna,Vancouver,34,6681.88
10618,Economy,Aug,Kelowna,Victoria,8,1932.86
10619,Economy,Aug,Kelowna,Whitehorse,7,2906.54
10620,Economy,Aug,Kelowna,Winnipeg,19,5302.21
10621,Economy,Aug,Kenora,Toronto,1,1174.75
10622,Economy,Aug,Kimmirut,Yellowknife,1,2429.54
10623,Economy,Aug,Kingston,Abbotsford,1,2066.36
10624,Economy,Aug,Kingston,Bagotville,2,781.3299999999998
10625,Economy,Aug,Kingston,Calgary,6,6237.6100000000015
10626,Economy,Aug,Kingston,Charlottetown,1,299.59
10627,Economy,Aug,Kingston,Edmonton,12,11048.889999999998
10628,Economy,Aug,Kingston,Fredericton,2,695.6800000000002
10629,Economy,Aug,Kingston,Halifax,3,1242.1999999999996
10630,Economy,Aug,Kingston,Quebec,1,448.75
10631,Economy,Aug,Kingston,Regina,3,1287.92
10632,Economy,Aug,Kingston,Saskatoon,1,1363.0
10633,Economy,Aug,Kingston,Sault Ste Marie,1,439.62
10634,Economy,Aug,Kingston,St John's,1,467.14
10635,Economy,Aug,Kingston,Sudbury,2,1072.51
10636,Economy,Aug,Kingston,Thunder Bay,1,334.21
10637,Economy,Aug,Kingston,Toronto,4,1659.86
10638,Economy,Aug,Kingston,Vancouver,3,2714.56
10639,Economy,Aug,Kingston,Victoria,1,974.29
10640,Economy,Aug,Kingston,Windsor,1,373.17
10641,Economy,Aug,Kingston,Winnipeg,8,4759.2
10642,Economy,Aug,Kugluktuk Coppermine,Edmonton,1,646.34
10643,Economy,Aug,Kuujjuaq,Montreal,3,2338.87
10644,Economy,Aug,Kuujjuaq,Puvirnituq,1,617.14
10645,Economy,Aug,La Grande,Montreal,1,943.03
10646,Economy,Aug,La Ronge,Wollaston Lake,1,426.91
10647,Economy,Aug,Lac Brochet,Tadoule Lake,1,181.8
10648,Economy,Aug,Lac Brochet,Thompson,7,1032.15
10649,Economy,Aug,Lansdowne,Thunder Bay,1,335.0
10650,Economy,Aug,Lethbridge,Calgary,2,824.55
10651,Economy,Aug,Lethbridge,Montreal,5,4294.84
10652,Economy,Aug,Lethbridge,Ottawa,6,5246.93
10653,Economy,Aug,Lethbridge,Saskatoon,1,555.54
10654,Economy,Aug,Lethbridge,Toronto,1,855.83
10655,Economy,Aug,Lethbridge,Winnipeg,3,879.49
10656,Economy,Aug,London,Bagotville,1,673.44
10657,Economy,Aug,London,Calgary,2,941.58
10658,Economy,Aug,London,Charlottetown,1,404.54
10659,Economy,Aug,London,Edmonton,10,7090.84
10660,Economy,Aug,London,Goose Bay,1,1089.6
10661,Economy,Aug,London,Halifax,3,1184.91
10662,Economy,Aug,London,Montreal,11,3351.23
10663,Economy,Aug,London,Ottawa,15,6235.290000000001
10664,Economy,Aug,London,Quebec,2,1516.13
10665,Economy,Aug,London,Sudbury,1,226.05
10666,Economy,Aug,London,Timmins,2,735.95
10667,Economy,Aug,London,Victoria,1,471.16
10668,Economy,Aug,London,Winnipeg,2,1241.28
10669,Economy,Aug,London,Yellowknife,1,1377.13
10670,Economy,Aug,Masset,Vancouver,6,1918.79
10671,Economy,Aug,Medicine Hat,Fredericton,2,3095.9300000000007
10672,Economy,Aug,Medicine Hat,Montreal,1,463.13
10673,Economy,Aug,Medicine Hat,Ottawa,6,3993.25
10674,Economy,Aug,Medicine Hat,Red Sucker Lake,1,730.58
10675,Economy,Aug,Medicine Hat,Toronto,1,1380.29
10676,Economy,Aug,Medicine Hat,Winnipeg,1,515.81
10677,Economy,Aug,Moncton,Abbotsford,1,596.04
10678,Economy,Aug,Moncton,Calgary,5,5331.280000000002
10679,Economy,Aug,Moncton,Edmonton,5,4187.67
10680,Economy,Aug,Moncton,Goose Bay,14,8430.32
10681,Economy,Aug,Moncton,Montreal,16,5240.15
10682,Economy,Aug,Moncton,Ottawa,62,22038.300000000007
10683,Economy,Aug,Moncton,Saskatoon,1,435.91
10684,Economy,Aug,Moncton,St John's,17,10654.06
10685,Economy,Aug,Moncton,Toronto,33,16437.53
10686,Economy,Aug,Moncton,Vancouver,5,3276.98
10687,Economy,Aug,Moncton,Wabush,2,2815.29
10688,Economy,Aug,Moncton,Winnipeg,6,3910.55
10689,Economy,Aug,Mont Joli,London,1,882.73
10690,Economy,Aug,Mont Joli,Montreal,4,2813.37
10691,Economy,Aug,Mont Joli,Ottawa,4,2450.34
10692,Economy,Aug,Mont Joli,Quebec,2,821.78
10693,Economy,Aug,Mont Joli,Sept Iles,1,560.65
10694,Economy,Aug,Mont Joli,Toronto,2,1279.5
10695,Economy,Aug,Mont Joli,Victoria,1,3978.09
10696,Economy,Aug,Montreal,Bagotville,8,4527.49
10697,Economy,Aug,Montreal,Baie Comeau,2,1702.88
10698,Economy,Aug,Montreal,Bathurst,2,1252.6
10699,Economy,Aug,Montreal,Blanc Sablon,3,3585.59
10700,Economy,Aug,Montreal,Calgary,32,18475.860000000004
10701,Economy,Aug,Montreal,Charlottetown,7,4550.81
10702,Economy,Aug,Montreal,Chibougamau,4,4774.76
10703,Economy,Aug,Montreal,Chisasibi,1,1032.48
10704,Economy,Aug,Montreal,Comox,6,4308.9000000000015
10705,Economy,Aug,Montreal,Deer Lake,2,721.56
10706,Economy,Aug,Montreal,Edmonton,16,7066.13
10707,Economy,Aug,Montreal,Fredericton,10,3616.64
10708,Economy,Aug,Montreal,Gaspe,2,2047.18
10709,Economy,Aug,Montreal,Goose Bay,6,6725.870000000001
10710,Economy,Aug,Montreal,Grande Prairie,1,562.76
10711,Economy,Aug,Montreal,Halifax,30,11053.71
10712,Economy,Aug,Montreal,Hamilton,3,383.47
10713,Economy,Aug,Montreal,Iles De Madeleine,4,3428.2700000000004
10714,Economy,Aug,Montreal,Iqaluit,2,1707.18
10715,Economy,Aug,Montreal,Kangiqsujuaq,1,3117.11
10716,Economy,Aug,Montreal,Kelowna,4,1949.74
10717,Economy,Aug,Montreal,Kuujjuaq,12,20685.24
10718,Economy,Aug,Montreal,London,4,1726.39
10719,Economy,Aug,Montreal,Moncton,13,6670.71
10720,Economy,Aug,Montreal,Mont Joli,3,716.9300000000002
10721,Economy,Aug,Montreal,Nanaimo,2,1175.2
10722,Economy,Aug,Montreal,Ottawa,7,4330.5
10723,Economy,Aug,Montreal,Poste De La Baleine,1,2081.57
10724,Economy,Aug,Montreal,Puvirnituq,8,15187.88
10725,Economy,Aug,Montreal,Quaqtaq,2,4043.15
10726,Economy,Aug,Montreal,Quebec,9,2948.94
10727,Economy,Aug,Montreal,Rankin Inlet,1,1882.85
10728,Economy,Aug,Montreal,Regina,10,6952.5999999999985
10729,Economy,Aug,Montreal,Resolute Bay,1,4783.92
10730,Economy,Aug,Montreal,Rouyn Noranda,2,784.7
10731,Economy,Aug,Montreal,Saint John,3,1090.35
10732,Economy,Aug,Montreal,Salluit,4,12880.61
10733,Economy,Aug,Montreal,Sarnia,1,298.9
10734,Economy,Aug,Montreal,Saskatoon,7,5604.06
10735,Economy,Aug,Montreal,Sault Ste Marie,4,1872.81
10736,Economy,Aug,Montreal,Schefferville,2,1883.82
10737,Economy,Aug,Montreal,Sept Iles,9,5236.87
10738,Economy,Aug,Montreal,St John's,6,2990.08
10739,Economy,Aug,Montreal,Sydney,6,2701.61
10740,Economy,Aug,Montreal,Thunder Bay,8,5194.01
10741,Economy,Aug,Montreal,Toronto,95,21228.04
10742,Economy,Aug,Montreal,Umiujaq,2,2224.64
10743,Economy,Aug,Montreal,Val D Or,7,2314.24
10744,Economy,Aug,Montreal,Vancouver,53,28290.159999999996
10745,Economy,Aug,Montreal,Victoria,11,9525.14
10746,Economy,Aug,Montreal,Waskaganish,2,1771.76
10747,Economy,Aug,Montreal,Wemindji,1,1017.53
10748,Economy,Aug,Montreal,Whitehorse,1,755.43
10749,Economy,Aug,Montreal,Windsor,1,419.31
10750,Economy,Aug,Montreal,Winnipeg,44,20243.390000000007
10751,Economy,Aug,Montreal,Yellowknife,7,2188.04
10752,Economy,Aug,Moosonee,Toronto,1,1378.11
10753,Economy,Aug,Nain,Goose Bay,8,2630.6
10754,Economy,Aug,Nanaimo,Calgary,3,1280.91
10755,Economy,Aug,Nanaimo,Deer Lake,1,2328.88
10756,Economy,Aug,Nanaimo,Edmonton,2,1321.34
10757,Economy,Aug,Nanaimo,Halifax,2,2569.44
10758,Economy,Aug,Nanaimo,Kelowna,5,1462.8
10759,Economy,Aug,Nanaimo,Kingston,1,499.2
10760,Economy,Aug,Nanaimo,Montreal,3,2074.84
10761,Economy,Aug,Nanaimo,Ottawa,12,8057.63
10762,Economy,Aug,Nanaimo,Prince George,1,364.61
10763,Economy,Aug,Nanaimo,Prince Rupert,6,3756.17
10764,Economy,Aug,Nanaimo,Regina,1,741.56
10765,Economy,Aug,Nanaimo,Sandspit,4,3660.57
10766,Economy,Aug,Nanaimo,Sechelt,1,2040.0
10767,Economy,Aug,Nanaimo,Sydney,2,1268.11
10768,Economy,Aug,Nanaimo,Terrace,3,1584.4
10769,Economy,Aug,Nanaimo,Toronto,1,380.44
10770,Economy,Aug,Nanaimo,Vancouver,8,2119.34
10771,Economy,Aug,Nanaimo,Whitehorse,2,1452.21
10772,Economy,Aug,Nanaimo,Winnipeg,2,1615.09
10773,Economy,Aug,Nanaimo,Yellowknife,1,1159.12
10774,Economy,Aug,Natuashish,Deer Lake,1,778.03
10775,Economy,Aug,Norman Wells,Deline,2,752.0
10776,Economy,Aug,Norman Wells,Edmonton,8,2647.67
10777,Economy,Aug,Norman Wells,Inuvik,1,453.65
10778,Economy,Aug,Norman Wells,Yellowknife,1,485.88
10779,Economy,Aug,North Bay,Bagotville,2,1911.14
10780,Economy,Aug,North Bay,Calgary,1,741.6
10781,Economy,Aug,North Bay,Edmonton,1,273.6
10782,Economy,Aug,North Bay,Halifax,3,1767.34
10783,Economy,Aug,North Bay,Kingston,1,330.24
10784,Economy,Aug,North Bay,Montreal,3,708.83
10785,Economy,Aug,North Bay,Sarnia,1,22.6
10786,Economy,Aug,North Bay,Thunder Bay,3,1077.06
10787,Economy,Aug,North Bay,Victoria,5,1774.31
10788,Economy,Aug,North Bay,Yellowknife,1,3584.79
10789,Economy,Aug,Norway House,Winnipeg,3,1465.18
10790,Economy,Aug,Ottawa,Abbotsford,8,5058.04
10791,Economy,Aug,Ottawa,Bagotville,9,5469.26
10792,Economy,Aug,Ottawa,Bathurst,2,1497.57
10793,Economy,Aug,Ottawa,Calgary,185,123003.22
10794,Economy,Aug,Ottawa,Cape Dorset,1,995.89
10795,Economy,Aug,Ottawa,Charlottetown,125,90547.54
10796,Economy,Aug,Ottawa,Clyde River,2,3599.74
10797,Economy,Aug,Ottawa,Comox,5,7276.73
10798,Economy,Aug,Ottawa,Cross Lake,1,767.58
10799,Economy,Aug,Ottawa,Deer Lake,9,3795.34
10800,Economy,Aug,Ottawa,Dryden,2,1473.79
10801,Economy,Aug,Ottawa,Edmonton,159,102305.83000000002
10802,Economy,Aug,Ottawa,Fort Frances,2,3495.66
10803,Economy,Aug,Ottawa,Fredericton,60,25925.130000000005
10804,Economy,Aug,Ottawa,Ft McMurray,3,2133.75
10805,Economy,Aug,Ottawa,Gander,7,6141.68
10806,Economy,Aug,Ottawa,Gaspe,8,5789.5
10807,Economy,Aug,Ottawa,Goose Bay,6,7342.5700000000015
10808,Economy,Aug,Ottawa,Grande Prairie,5,5539.49
10809,Economy,Aug,Ottawa,Halifax,399,124969.66000000006
10810,Economy,Aug,Ottawa,Hall Beach,1,1745.99
10811,Economy,Aug,Ottawa,Hamilton,1,1194.12
10812,Economy,Aug,Ottawa,Igloolik,3,4007.42
10813,Economy,Aug,Ottawa,Inuvik,3,11956.2
10814,Economy,Aug,Ottawa,Iqaluit,128,53571.0
10815,Economy,Aug,Ottawa,Kamloops,13,3285.44
10816,Economy,Aug,Ottawa,Kelowna,19,11569.04
10817,Economy,Aug,Ottawa,London,48,23505.95
10818,Economy,Aug,Ottawa,Moncton,96,35071.399999999994
10819,Economy,Aug,Ottawa,Montreal,5,2671.29
10820,Economy,Aug,Ottawa,Nanaimo,21,20396.53
10821,Economy,Aug,Ottawa,Pangnirtung,8,6765.009999999998
10822,Economy,Aug,Ottawa,Penticton,1,983.97
10823,Economy,Aug,Ottawa,Pond Inlet,34,55752.71000000001
10824,Economy,Aug,Ottawa,Prince Rupert,3,2823.390000000001
10825,Economy,Aug,Ottawa,Qikiqtarjuaq,1,2454.08
10826,Economy,Aug,Ottawa,Quebec,77,42599.41
10827,Economy,Aug,Ottawa,Rankin Inlet,1,2589.55
10828,Economy,Aug,Ottawa,Regina,54,37570.52
10829,Economy,Aug,Ottawa,Resolute Bay,28,90731.38
10830,Economy,Aug,Ottawa,Revelstoke,1,169.5
10831,Economy,Aug,Ottawa,Saint John,19,10658.71
10832,Economy,Aug,Ottawa,Sandspit,2,2128.66
10833,Economy,Aug,Ottawa,Sarnia,5,2511.29
10834,Economy,Aug,Ottawa,Saskatoon,40,32025.730000000003
10835,Economy,Aug,Ottawa,Sault Ste Marie,8,5340.92
10836,Economy,Aug,Ottawa,Sept Iles,2,2528.6
10837,Economy,Aug,Ottawa,Smithers,4,4864.59
10838,Economy,Aug,Ottawa,St John's,91,50585.56
10839,Economy,Aug,Ottawa,Sudbury,20,4772.0
10840,Economy,Aug,Ottawa,Sydney,22,7790.16
10841,Economy,Aug,Ottawa,Thunder Bay,41,16735.39
10842,Economy,Aug,Ottawa,Timmins,8,5430.040000000001
10843,Economy,Aug,Ottawa,Tofino,1,217.0
10844,Economy,Aug,Ottawa,Toronto,548,167853.74999999994
10845,Economy,Aug,Ottawa,Vancouver,289,229749.52
10846,Economy,Aug,Ottawa,Victoria,145,121968.07000000007
10847,Economy,Aug,Ottawa,Whitehorse,38,48003.67999999999
10848,Economy,Aug,Ottawa,Windsor,32,13728.47
10849,Economy,Aug,Ottawa,Winnipeg,236,111465.31
10850,Economy,Aug,Ottawa,Yellowknife,66,56560.11
10851,Economy,Aug,Pangnirtung,Arctic Bay,1,4571.49
10852,Economy,Aug,Pangnirtung,Iqaluit,4,1315.7699999999998
10853,Economy,Aug,Pangnirtung,Ottawa,2,1669.45
10854,Economy,Aug,Pangnirtung,Pond Inlet,1,1907.85
10855,Economy,Aug,Pangnirtung,Toronto,1,149.72
10856,Economy,Aug,Paulatuk,Inuvik,4,1839.6
10857,Economy,Aug,Peace River,Edmonton,1,417.08
10858,Economy,Aug,Peace River,Ft McMurray,3,410.1
10859,Economy,Aug,Peawanuck,Attawapiskat,1,1220.4
10860,Economy,Aug,Peawanuck,Timmins,2,2122.05
10861,Economy,Aug,Pelly Bay,Yellowknife,2,932.46
10862,Economy,Aug,Penticton,Calgary,4,1316.59
10863,Economy,Aug,Penticton,Charlottetown,1,921.58
10864,Economy,Aug,Penticton,Edmonton,2,917.51
10865,Economy,Aug,Penticton,Ft St John,1,1073.71
10866,Economy,Aug,Penticton,Montreal,8,5495.43
10867,Economy,Aug,Penticton,Nanaimo,1,855.17
10868,Economy,Aug,Penticton,Prince George,1,776.04
10869,Economy,Aug,Penticton,Regina,2,602.72
10870,Economy,Aug,Penticton,Saskatoon,3,1121.04
10871,Economy,Aug,Penticton,Terrace,1,391.53
10872,Economy,Aug,Penticton,Toronto,2,2098.48
10873,Economy,Aug,Penticton,Vancouver,4,1522.33
10874,Economy,Aug,Penticton,Victoria,2,644.63
10875,Economy,Aug,Penticton,Winnipeg,2,1717.06
10876,Economy,Aug,Pickle Lake,Inuvik,1,1226.4
10877,Economy,Aug,PITTS MEADOW  BC,Victoria,1,2722.04
10878,Economy,Aug,Pond Inlet,Halifax,2,3151.61
10879,Economy,Aug,Pond Inlet,Iqaluit,2,2223.86
10880,Economy,Aug,Pond Inlet,Montreal,2,2275.88
10881,Economy,Aug,Pond Inlet,Ottawa,4,9888.920000000002
10882,Economy,Aug,Pond Inlet,Vancouver,2,3789.25
10883,Economy,Aug,Pond Inlet,Windsor,2,4659.440000000001
10884,Economy,Aug,Port Hardy,Bella Bella,2,494.88
10885,Economy,Aug,Port Hardy,Vancouver,2,963.17
10886,Economy,Aug,Port Hardy,Victoria,1,412.88
10887,Economy,Aug,Poste De La Baleine,Montreal,1,2680.9300000000007
10888,Economy,Aug,Powell River,Vancouver,2,369.82000000000005
10889,Economy,Aug,Powell River,Victoria,1,580.08
10890,Economy,Aug,Prince Albert,Wollaston Lake,2,518.09
10891,Economy,Aug,Prince George,Calgary,1,745.4
10892,Economy,Aug,Prince George,Edmonton,3,1896.6
10893,Economy,Aug,Prince George,Fort Nelson,2,1497.4299999999996
10894,Economy,Aug,Prince George,Kamloops,5,875.96
10895,Economy,Aug,Prince George,Montreal,3,1489.3
10896,Economy,Aug,Prince George,Regina,6,1572.0300000000002
10897,Economy,Aug,Prince George,Saskatoon,2,352.6
10898,Economy,Aug,Prince George,Sydney,1,613.75
10899,Economy,Aug,Prince George,Vancouver,44,12394.690000000002
10900,Economy,Aug,Prince George,Victoria,8,2047.83
10901,Economy,Aug,Prince George,Winnipeg,6,748.21
10902,Economy,Aug,Prince Rupert,Saint John,1,1500.07
10903,Economy,Aug,Prince Rupert,St John's,1,1700.88
10904,Economy,Aug,Prince Rupert,Vancouver,16,7695.019999999998
10905,Economy,Aug,Prince Rupert,Victoria,3,1433.21
10906,Economy,Aug,Pukatawagan,The Pas,1,502.7
10907,Economy,Aug,Puvirnituq,Montreal,1,3485.99
10908,Economy,Aug,Qikiqtarjuaq,Calgary,4,5681.42
10909,Economy,Aug,Qikiqtarjuaq,Iqaluit,2,885.52
10910,Economy,Aug,Qikiqtarjuaq,Pangnirtung,1,527.31
10911,Economy,Aug,Qikiqtarjuaq,Pond Inlet,1,1332.41
10912,Economy,Aug,Qikiqtarjuaq,Yellowknife,2,5204.63
10913,Economy,Aug,Quaqtaq,Kangiqsujuaq,1,157.48999999999995
10914,Economy,Aug,Quebec,Calgary,9,6780.62
10915,Economy,Aug,Quebec,Charlottetown,1,1218.98
10916,Economy,Aug,Quebec,Edmonton,5,3282.96
10917,Economy,Aug,Quebec,Fredericton,3,2029.55
10918,Economy,Aug,Quebec,Gaspe,10,5317.0
10919,Economy,Aug,Quebec,Grande Prairie,1,378.06
10920,Economy,Aug,Quebec,Halifax,20,9668.25
10921,Economy,Aug,Quebec,Iles De Madeleine,10,5462.040000000001
10922,Economy,Aug,Quebec,Kangiqsujuaq,1,2912.93
10923,Economy,Aug,Quebec,Kuujjuaq,3,6863.66
10924,Economy,Aug,Quebec,London,3,1694.59
10925,Economy,Aug,Quebec,Moncton,1,470.54
10926,Economy,Aug,Quebec,Mont Joli,1,441.07
10927,Economy,Aug,Quebec,Montreal,5,1495.9
10928,Economy,Aug,Quebec,Nanaimo,1,799.31
10929,Economy,Aug,Quebec,Ottawa,37,16437.33
10930,Economy,Aug,Quebec,Regina,1,727.36
10931,Economy,Aug,Quebec,Rouyn Noranda,1,1944.42
10932,Economy,Aug,Quebec,Sarnia,1,742.14
10933,Economy,Aug,Quebec,Sept Iles,13,4224.8899999999985
10934,Economy,Aug,Quebec,St John's,6,3696.16
10935,Economy,Aug,Quebec,Sydney,3,2111.75
10936,Economy,Aug,Quebec,Thunder Bay,4,1277.86
10937,Economy,Aug,Quebec,Toronto,53,22229.27
10938,Economy,Aug,Quebec,Val D Or,2,3037.58
10939,Economy,Aug,Quebec,Vancouver,8,4741.07
10940,Economy,Aug,Quebec,Victoria,3,3178.25
10941,Economy,Aug,Quebec,Whitehorse,3,3225.5
10942,Economy,Aug,Quebec,Winnipeg,18,11157.289999999995
10943,Economy,Aug,Quesnel,Toronto,1,415.93
10944,Economy,Aug,Quesnel,Vancouver,2,760.72
10945,Economy,Aug,Quesnel,Victoria,2,1000.37
10946,Economy,Aug,Rankin Inlet,Baker Lake,1,1045.8
10947,Economy,Aug,Rankin Inlet,Coral Harbour,1,1491.0
10948,Economy,Aug,Rankin Inlet,Iqaluit,7,4500.19
10949,Economy,Aug,Rankin Inlet,Whale Cove,1,410.55
10950,Economy,Aug,Rankin Inlet,Winnipeg,13,11048.1
10951,Economy,Aug,Rankin Inlet,Yellowknife,10,7121.530000000002
10952,Economy,Aug,Red Deer,Ottawa,1,671.27
10953,Economy,Aug,Red Lake,St Pierre,2,397.96
10954,Economy,Aug,Red Lake,Thunder Bay,1,542.4
10955,Economy,Aug,Red Sucker Lake,Winnipeg,2,703.59
10956,Economy,Aug,Regina,Abbotsford,13,4980.440000000001
10957,Economy,Aug,Regina,Bagotville,1,447.07
10958,Economy,Aug,Regina,Calgary,26,9299.74
10959,Economy,Aug,Regina,Charlottetown,1,897.42
10960,Economy,Aug,Regina,Comox,9,2663.77
10961,Economy,Aug,Regina,Edmonton,28,9499.160000000002
10962,Economy,Aug,Regina,Fredericton,3,1327.25
10963,Economy,Aug,Regina,Ft McMurray,4,1262.12
10964,Economy,Aug,Regina,Grande Prairie,2,849.76
10965,Economy,Aug,Regina,Halifax,17,10953.86
10966,Economy,Aug,Regina,Hamilton,1,612.49
10967,Economy,Aug,Regina,Kamloops,6,2151.61
10968,Economy,Aug,Regina,Kelowna,8,4068.4
10969,Economy,Aug,Regina,Kingston,3,3115.37
10970,Economy,Aug,Regina,Moncton,1,355.25
10971,Economy,Aug,Regina,Montreal,21,7469.37
10972,Economy,Aug,Regina,Nanaimo,4,1842.7
10973,Economy,Aug,Regina,Ottawa,51,26242.75
10974,Economy,Aug,Regina,Quebec,2,1250.51
10975,Economy,Aug,Regina,Saint John,1,1017.41
10976,Economy,Aug,Regina,St John's,4,2517.99
10977,Economy,Aug,Regina,Sydney,1,415.66
10978,Economy,Aug,Regina,Toronto,45,14650.8
10979,Economy,Aug,Regina,Vancouver,38,9752.97
10980,Economy,Aug,Regina,Victoria,10,4294.35
10981,Economy,Aug,Regina,Whitehorse,2,353.85
10982,Economy,Aug,Regina,Winnipeg,37,8069.459999999999
10983,Economy,Aug,Regina,Yellowknife,2,1307.19
10984,Economy,Aug,Repulse Bay,Winnipeg,4,1295.7
10985,Economy,Aug,Resolute Bay,Grise Fiord,2,1270.5
10986,Economy,Aug,Resolute Bay,Halifax,5,13475.409999999998
